Unknown,2020-12-01 08:45:02.564570,0.75
Unknown,2020-12-01 08:45:02.607267,0.75
Unknown,2020-12-01 08:45:02.651540,0.75
Unknown,2020-12-01 08:45:02.695211,0.75
Unknown,2020-12-01 08:45:02.738261,0.75
Unknown,2020-12-01 08:45:02.779411,0.75
Unknown,2020-12-01 08:45:02.822618,0.75
Unknown,2020-12-01 08:45:02.863611,0.75
Unknown,2020-12-01 08:45:02.910042,0.75
Unknown,2020-12-01 08:45:02.953072,0.75
Unknown,2020-12-01 08:45:02.995320,0.75
Unknown,2020-12-01 08:45:03.038941,0.75
Unknown,2020-12-01 08:45:03.080454,0.75
Unknown,2020-12-01 08:45:03.121752,0.75
Unknown,2020-12-01 08:45:03.164068,0.75
Unknown,2020-12-01 08:45:03.206504,0.75
Unknown,2020-12-01 08:45:03.248334,0.75
Unknown,2020-12-01 08:45:03.295102,0.75
Unknown,2020-12-01 09:46:55.846901,0.75
Unknown,2020-12-01 09:46:55.889883,0.75
Unknown,2020-12-01 09:46:55.932098,0.75
Unknown,2020-12-01 09:46:55.974016,0.75
Unknown,2020-12-01 09:46:56.016055,0.75
Unknown,2020-12-01 09:46:56.058260,0.75
Unknown,2020-12-01 09:46:56.099994,0.75
Unknown,2020-12-01 09:46:56.145490,0.75
Unknown,2020-12-01 09:46:56.189647,0.75
Unknown,2020-12-01 09:46:56.230370,0.75
Unknown,2020-12-01 09:46:56.273297,0.75
Unknown,2020-12-01 09:46:56.316187,0.75
Unknown,2020-12-01 09:46:56.358344,0.75
Unknown,2020-12-01 09:46:56.401941,0.75
Unknown,2020-12-01 09:46:56.443851,0.75
Unknown,2020-12-01 09:46:56.486462,0.75
Unknown,2020-12-01 09:46:56.532644,0.75
Unknown,2020-12-01 09:46:56.575380,0.75
Unknown,2020-12-01 09:47:02.792079,0.75
Unknown,2020-12-01 09:47:02.833726,0.75
Unknown,2020-12-01 09:47:02.876180,0.75
Unknown,2020-12-01 09:47:02.918715,0.75
Unknown,2020-12-01 09:47:02.959376,0.75
Unknown,2020-12-01 09:47:03.001875,0.75
Unknown,2020-12-01 09:47:03.044270,0.75
Unknown,2020-12-01 09:47:03.086443,0.75
Unknown,2020-12-01 09:47:03.132164,0.75
Unknown,2020-12-01 09:47:03.175146,0.75
Unknown,2020-12-01 09:47:03.216279,0.75
Unknown,2020-12-01 09:47:03.258203,0.75
Unknown,2020-12-01 09:47:03.299883,0.75
Unknown,2020-12-01 09:47:03.341100,0.75
Unknown,2020-12-01 09:47:03.383951,0.75
Unknown,2020-12-01 09:47:03.425953,0.75
Unknown,2020-12-01 09:47:03.467744,0.75
Unknown,2020-12-01 09:47:03.514301,0.75
Unknown,2020-12-01 09:47:04.532000,0.75
Unknown,2020-12-01 09:47:04.573840,0.75
Unknown,2020-12-01 09:47:04.615230,0.75
Unknown,2020-12-01 09:47:04.657157,0.75
Unknown,2020-12-01 09:47:04.699520,0.75
Unknown,2020-12-01 09:47:04.741682,0.75
Unknown,2020-12-01 09:47:04.784023,0.75
Unknown,2020-12-01 09:47:04.830278,0.75
Unknown,2020-12-01 09:47:04.872095,0.75
Unknown,2020-12-01 09:47:04.914460,0.75
