,country,people_fully_vaccinated,daily_vaccinations
1663,United Arab Emirates,0.0,48512.0
1664,United Arab Emirates,250000.0,52053.0
1665,United Arab Emirates,250000.0,56825.0
1666,United Arab Emirates,250000.0,64193.0
1667,United Arab Emirates,250000.0,76797.0
1668,United Arab Emirates,250000.0,91448.0
1669,United Arab Emirates,250000.0,103490.0
1670,United Arab Emirates,250000.0,111082.0
1671,United Arab Emirates,250000.0,113744.0
1672,United Arab Emirates,250000.0,114896.0
1673,United Arab Emirates,250000.0,112816.0
1674,United Arab Emirates,250000.0,109510.0
1675,United Arab Emirates,250000.0,102605.0
1676,United Arab Emirates,250000.0,96156.0
1677,United Arab Emirates,250000.0,89839.0
1678,United Arab Emirates,250000.0,86430.0
1679,United Arab Emirates,250000.0,85653.0
1680,United Arab Emirates,250000.0,87473.0
1681,United Arab Emirates,250000.0,86186.0
1682,United Arab Emirates,250000.0,88940.0
1683,United Arab Emirates,250000.0,95361.0
1684,United Arab Emirates,250000.0,98196.0
1685,United Kingdom,0.0,0.0
1686,United Kingdom,0.0,46706.0
1687,United Kingdom,0.0,46706.0
1688,United Kingdom,0.0,46706.0
1689,United Kingdom,0.0,46706.0
1690,United Kingdom,0.0,46706.0
1691,United Kingdom,0.0,46706.0
1692,United Kingdom,0.0,46706.0
1693,United Kingdom,0.0,48055.0
1694,United Kingdom,0.0,49404.0
1695,United Kingdom,0.0,50753.0
1696,United Kingdom,0.0,52102.0
1697,United Kingdom,0.0,53451.0
1698,United Kingdom,0.0,54800.0
1699,United Kingdom,21808.0,56148.0
1700,United Kingdom,0.0,74419.0
1701,United Kingdom,0.0,92690.0
1702,United Kingdom,0.0,110961.0
1703,United Kingdom,0.0,129232.0
1704,United Kingdom,0.0,147503.0
1705,United Kingdom,0.0,165774.0
1706,United Kingdom,391399.0,184045.0
1707,United Kingdom,412167.0,181445.0
1708,United Kingdom,428232.0,187114.0
1709,United Kingdom,437977.0,202063.0
1710,United Kingdom,443234.0,221763.0
1711,United Kingdom,447261.0,242366.0
1712,United Kingdom,449736.0,256129.0
1713,United Kingdom,452301.0,262404.0
1714,United Kingdom,456866.0,268518.0
1715,United Kingdom,460625.0,286118.0
1716,United Kingdom,464036.0,297294.0
1717,United Kingdom,466796.0,310246.0
1718,United Kingdom,468617.0,331933.0
1719,United Kingdom,469660.0,362307.0
1720,United Kingdom,470478.0,361321.0
1721,United Kingdom,472446.0,371761.0
1722,United Kingdom,474156.0,366883.0
1723,United Kingdom,476485.0,359424.0
1724,United Kingdom,478254.0,359934.0
1725,United Kingdom,480432.0,361343.0
1726,United States,0.0,0.0
1727,United States,0.0,57909.0
1728,United States,0.0,127432.0
1729,United States,0.0,150606.0
1730,United States,0.0,191001.0
1731,United States,0.0,215238.0
1732,United States,0.0,231396.0
1733,United States,0.0,211379.0
1734,United States,0.0,216147.0
1735,United States,0.0,235685.0
1736,United States,0.0,255223.0
1737,United States,0.0,278776.0
1738,United States,0.0,302329.0
1739,United States,0.0,325882.0
1740,United States,0.0,336949.0
1741,United States,0.0,348017.0
1742,United States,0.0,339372.0
1743,United States,0.0,358887.0
1744,United States,0.0,378253.0
1745,United States,0.0,419933.0
1746,United States,0.0,461263.0
1747,United States,0.0,546636.0
1748,United States,0.0,632009.0
1749,United States,0.0,641524.0
1750,United States,0.0,710238.0
1751,United States,1342086.0,747082.0
1752,United States,1610524.0,798707.0
1753,United States,0.0,811670.0
1754,United States,0.0,824632.0
1755,United States,0.0,837595.0
1756,United States,2023124.0,911493.0
1757,United States,2161419.0,892403.0
1758,United States,2394961.0,913912.0
1759,United States,2756953.0,975540.0
1760,United States,3027865.0,1057387.0
1761,United States,3216836.0,1122182.0
1762,United States,3346390.0,1126251.0
1763,United States,3481921.0,1119058.0
1764,United States,3801053.0,1161050.0
1765,United States,4263056.0,1235330.0
1766,United States,4780888.0,1253815.0
1767,United States,5259693.0,1291416.0
1768,Wales,0.0,0.0
1769,Wales,0.0,2199.0
1770,Wales,0.0,2199.0
1771,Wales,0.0,2199.0
1772,Wales,0.0,2199.0
1773,Wales,0.0,2199.0
1774,Wales,0.0,2199.0
1775,Wales,0.0,2199.0
1776,Wales,0.0,2138.0
1777,Wales,0.0,2076.0
1778,Wales,0.0,2014.0
1779,Wales,0.0,1953.0
1780,Wales,0.0,1891.0
1781,Wales,0.0,1830.0
1782,Wales,0.0,1768.0
1783,Wales,0.0,1801.0
1784,Wales,0.0,1835.0
1785,Wales,0.0,1868.0
1786,Wales,0.0,1901.0
1787,Wales,0.0,1934.0
1788,Wales,0.0,1967.0
1789,Wales,26.0,2001.0
1790,Wales,0.0,2453.0
1791,Wales,0.0,2905.0
1792,Wales,0.0,3357.0
1793,Wales,0.0,3809.0
1794,Wales,0.0,4262.0
1795,Wales,0.0,4714.0
1796,Wales,79.0,5166.0
1797,Wales,97.0,5173.0
1798,Wales,108.0,5884.0
1799,Wales,121.0,6806.0
1800,Wales,129.0,7983.0
1801,Wales,0.0,8457.0
1802,Wales,0.0,8930.0
1803,Wales,201.0,9403.0
1804,Wales,265.0,10123.0
1805,Wales,370.0,10672.0
1806,Wales,396.0,11105.0
1807,Wales,415.0,12318.0
1808,Wales,469.0,15148.0
1809,Wales,516.0,17371.0
1810,Wales,543.0,17063.0
1811,Wales,581.0,18279.0
1812,Wales,639.0,19537.0
1813,Wales,674.0,20845.0
1814,Wales,717.0,21463.0
1815,Wales,750.0,19705.0
